"error","ranef","alpha","var.settings","variable","prop.reject","nortest","random.effect","rotation","s"
"exp","t",0.05,"sige2_sigb1","KS.b1.vmx",0.147,"KS","b1","Varimax Rotated",50
"exp","t",0.1,"sige2_sigb1","KS.b1.vmx",0.231,"KS","b1","Varimax Rotated",50
"norm","exp",0.05,"sige2_sigb1","KS.b1.vmx",0.067,"KS","b1","Varimax Rotated",50
"norm","exp",0.1,"sige2_sigb1","KS.b1.vmx",0.129,"KS","b1","Varimax Rotated",50
"norm","norm",0.05,"sige2_sigb1","KS.b1.vmx",0.062,"KS","b1","Varimax Rotated",50
"norm","norm",0.1,"sige2_sigb1","KS.b1.vmx",0.113,"KS","b1","Varimax Rotated",50
"norm","t",0.05,"sige2_sigb1","KS.b1.vmx",0.081,"KS","b1","Varimax Rotated",50
"norm","t",0.1,"sige2_sigb1","KS.b1.vmx",0.147,"KS","b1","Varimax Rotated",50
"t","exp",0.05,"sige2_sigb1","KS.b1.vmx",0.191,"KS","b1","Varimax Rotated",50
"t","exp",0.1,"sige2_sigb1","KS.b1.vmx",0.291,"KS","b1","Varimax Rotated",50
"t","norm",0.05,"sige2_sigb1","KS.b1.vmx",0.123,"KS","b1","Varimax Rotated",50
"t","norm",0.1,"sige2_sigb1","KS.b1.vmx",0.201,"KS","b1","Varimax Rotated",50
"t","t",0.05,"sige2_sigb1","KS.b1.vmx",0.259,"KS","b1","Varimax Rotated",50
"t","t",0.1,"sige2_sigb1","KS.b1.vmx",0.348,"KS","b1","Varimax Rotated",50
"exp","exp",0.05,"sige1_sigb1","KS.b1.vmx",0.134,"KS","b1","Varimax Rotated",50
"exp","exp",0.1,"sige1_sigb1","KS.b1.vmx",0.2,"KS","b1","Varimax Rotated",50
"exp","norm",0.05,"sige1_sigb1","KS.b1.vmx",0.048,"KS","b1","Varimax Rotated",50
"exp","norm",0.1,"sige1_sigb1","KS.b1.vmx",0.103,"KS","b1","Varimax Rotated",50
"exp","t",0.05,"sige1_sigb1","KS.b1.vmx",0.194,"KS","b1","Varimax Rotated",50
"exp","t",0.1,"sige1_sigb1","KS.b1.vmx",0.292,"KS","b1","Varimax Rotated",50
"norm","exp",0.05,"sige1_sigb1","KS.b1.vmx",0.105,"KS","b1","Varimax Rotated",50
"norm","exp",0.1,"sige1_sigb1","KS.b1.vmx",0.18,"KS","b1","Varimax Rotated",50
"norm","norm",0.05,"sige1_sigb1","KS.b1.vmx",0.05,"KS","b1","Varimax Rotated",50
"norm","norm",0.1,"sige1_sigb1","KS.b1.vmx",0.091,"KS","b1","Varimax Rotated",50
"norm","t",0.05,"sige1_sigb1","KS.b1.vmx",0.157,"KS","b1","Varimax Rotated",50
"norm","t",0.1,"sige1_sigb1","KS.b1.vmx",0.236,"KS","b1","Varimax Rotated",50
"t","exp",0.05,"sige1_sigb1","KS.b1.vmx",0.188,"KS","b1","Varimax Rotated",50
"t","exp",0.1,"sige1_sigb1","KS.b1.vmx",0.282,"KS","b1","Varimax Rotated",50
"t","norm",0.05,"sige1_sigb1","KS.b1.vmx",0.092,"KS","b1","Varimax Rotated",50
"t","norm",0.1,"sige1_sigb1","KS.b1.vmx",0.142,"KS","b1","Varimax Rotated",50
"t","t",0.05,"sige1_sigb1","KS.b1.vmx",0.268,"KS","b1","Varimax Rotated",50
"t","t",0.1,"sige1_sigb1","KS.b1.vmx",0.348,"KS","b1","Varimax Rotated",50
"exp","exp",0.05,"sige1_sigb2","KS.b1.vmx",0.229,"KS","b1","Varimax Rotated",50
"exp","exp",0.1,"sige1_sigb2","KS.b1.vmx",0.335,"KS","b1","Varimax Rotated",50
"exp","norm",0.05,"sige1_sigb2","KS.b1.vmx",0.048,"KS","b1","Varimax Rotated",50
"exp","norm",0.1,"sige1_sigb2","KS.b1.vmx",0.093,"KS","b1","Varimax Rotated",50
"exp","t",0.05,"sige1_sigb2","KS.b1.vmx",0.304,"KS","b1","Varimax Rotated",50
"exp","t",0.1,"sige1_sigb2","KS.b1.vmx",0.393,"KS","b1","Varimax Rotated",50
"norm","exp",0.05,"sige1_sigb2","KS.b1.vmx",0.221,"KS","b1","Varimax Rotated",50
"norm","exp",0.1,"sige1_sigb2","KS.b1.vmx",0.32,"KS","b1","Varimax Rotated",50
"norm","norm",0.05,"sige1_sigb2","KS.b1.vmx",0.044,"KS","b1","Varimax Rotated",50
"norm","norm",0.1,"sige1_sigb2","KS.b1.vmx",0.094,"KS","b1","Varimax Rotated",50
"norm","t",0.05,"sige1_sigb2","KS.b1.vmx",0.279,"KS","b1","Varimax Rotated",50
"norm","t",0.1,"sige1_sigb2","KS.b1.vmx",0.38,"KS","b1","Varimax Rotated",50
"t","exp",0.05,"sige1_sigb2","KS.b1.vmx",0.26,"KS","b1","Varimax Rotated",50
"t","exp",0.1,"sige1_sigb2","KS.b1.vmx",0.365,"KS","b1","Varimax Rotated",50
"t","norm",0.05,"sige1_sigb2","KS.b1.vmx",0.057,"KS","b1","Varimax Rotated",50
"t","norm",0.1,"sige1_sigb2","KS.b1.vmx",0.102,"KS","b1","Varimax Rotated",50
"t","t",0.05,"sige1_sigb2","KS.b1.vmx",0.322,"KS","b1","Varimax Rotated",50
"t","t",0.1,"sige1_sigb2","KS.b1.vmx",0.42,"KS","b1","Varimax Rotated",50
"exp","exp",0.05,"sige2_sigb1","KS.b1.vmx",0.108,"KS","b1","Varimax Rotated",55
"exp","exp",0.1,"sige2_sigb1","KS.b1.vmx",0.192,"KS","b1","Varimax Rotated",55
"exp","norm",0.05,"sige2_sigb1","KS.b1.vmx",0.089,"KS","b1","Varimax Rotated",55
"exp","norm",0.1,"sige2_sigb1","KS.b1.vmx",0.157,"KS","b1","Varimax Rotated",55
"exp","t",0.05,"sige2_sigb1","KS.b1.vmx",0.174,"KS","b1","Varimax Rotated",55
"exp","t",0.1,"sige2_sigb1","KS.b1.vmx",0.254,"KS","b1","Varimax Rotated",55
"norm","exp",0.05,"sige2_sigb1","KS.b1.vmx",0.058,"KS","b1","Varimax Rotated",55
"norm","exp",0.1,"sige2_sigb1","KS.b1.vmx",0.121,"KS","b1","Varimax Rotated",55
"norm","norm",0.05,"sige2_sigb1","KS.b1.vmx",0.062,"KS","b1","Varimax Rotated",55
"norm","norm",0.1,"sige2_sigb1","KS.b1.vmx",0.105,"KS","b1","Varimax Rotated",55
"norm","t",0.05,"sige2_sigb1","KS.b1.vmx",0.082,"KS","b1","Varimax Rotated",55
"norm","t",0.1,"sige2_sigb1","KS.b1.vmx",0.142,"KS","b1","Varimax Rotated",55
"t","exp",0.05,"sige2_sigb1","KS.b1.vmx",0.225,"KS","b1","Varimax Rotated",55
"t","exp",0.1,"sige2_sigb1","KS.b1.vmx",0.319,"KS","b1","Varimax Rotated",55
"t","norm",0.05,"sige2_sigb1","KS.b1.vmx",0.127,"KS","b1","Varimax Rotated",55
"t","norm",0.1,"sige2_sigb1","KS.b1.vmx",0.206,"KS","b1","Varimax Rotated",55
"t","t",0.05,"sige2_sigb1","KS.b1.vmx",0.266,"KS","b1","Varimax Rotated",55
"t","t",0.1,"sige2_sigb1","KS.b1.vmx",0.356,"KS","b1","Varimax Rotated",55
"exp","exp",0.05,"sige1_sigb1","KS.b1.vmx",0.136,"KS","b1","Varimax Rotated",55
"exp","exp",0.1,"sige1_sigb1","KS.b1.vmx",0.218,"KS","b1","Varimax Rotated",55
"exp","norm",0.05,"sige1_sigb1","KS.b1.vmx",0.06,"KS","b1","Varimax Rotated",55
"exp","norm",0.1,"sige1_sigb1","KS.b1.vmx",0.124,"KS","b1","Varimax Rotated",55
"exp","t",0.05,"sige1_sigb1","KS.b1.vmx",0.197,"KS","b1","Varimax Rotated",55
"exp","t",0.1,"sige1_sigb1","KS.b1.vmx",0.29,"KS","b1","Varimax Rotated",55
"norm","exp",0.05,"sige1_sigb1","KS.b1.vmx",0.119,"KS","b1","Varimax Rotated",55
"norm","exp",0.1,"sige1_sigb1","KS.b1.vmx",0.218,"KS","b1","Varimax Rotated",55
"norm","norm",0.05,"sige1_sigb1","KS.b1.vmx",0.049,"KS","b1","Varimax Rotated",55
"norm","norm",0.1,"sige1_sigb1","KS.b1.vmx",0.097,"KS","b1","Varimax Rotated",55
"norm","t",0.05,"sige1_sigb1","KS.b1.vmx",0.158,"KS","b1","Varimax Rotated",55
"norm","t",0.1,"sige1_sigb1","KS.b1.vmx",0.235,"KS","b1","Varimax Rotated",55
"t","exp",0.05,"sige1_sigb1","KS.b1.vmx",0.204,"KS","b1","Varimax Rotated",55
"t","exp",0.1,"sige1_sigb1","KS.b1.vmx",0.305,"KS","b1","Varimax Rotated",55
"t","norm",0.05,"sige1_sigb1","KS.b1.vmx",0.097,"KS","b1","Varimax Rotated",55
"t","norm",0.1,"sige1_sigb1","KS.b1.vmx",0.163,"KS","b1","Varimax Rotated",55
"t","t",0.05,"sige1_sigb1","KS.b1.vmx",0.277,"KS","b1","Varimax Rotated",55
"t","t",0.1,"sige1_sigb1","KS.b1.vmx",0.372,"KS","b1","Varimax Rotated",55
"exp","exp",0.05,"sige1_sigb2","KS.b1.vmx",0.219,"KS","b1","Varimax Rotated",55
"exp","exp",0.1,"sige1_sigb2","KS.b1.vmx",0.34,"KS","b1","Varimax Rotated",55
"exp","norm",0.05,"sige1_sigb2","KS.b1.vmx",0.048,"KS","b1","Varimax Rotated",55
"exp","norm",0.1,"sige1_sigb2","KS.b1.vmx",0.096,"KS","b1","Varimax Rotated",55
"exp","t",0.05,"sige1_sigb2","KS.b1.vmx",0.31,"KS","b1","Varimax Rotated",55
"exp","t",0.1,"sige1_sigb2","KS.b1.vmx",0.416,"KS","b1","Varimax Rotated",55
"norm","exp",0.05,"sige1_sigb2","KS.b1.vmx",0.223,"KS","b1","Varimax Rotated",55
"norm","exp",0.1,"sige1_sigb2","KS.b1.vmx",0.315,"KS","b1","Varimax Rotated",55
"norm","norm",0.05,"sige1_sigb2","KS.b1.vmx",0.037,"KS","b1","Varimax Rotated",55
"norm","norm",0.1,"sige1_sigb2","KS.b1.vmx",0.084,"KS","b1","Varimax Rotated",55
"norm","t",0.05,"sige1_sigb2","KS.b1.vmx",0.307,"KS","b1","Varimax Rotated",55
"norm","t",0.1,"sige1_sigb2","KS.b1.vmx",0.402,"KS","b1","Varimax Rotated",55
"t","exp",0.05,"sige1_sigb2","KS.b1.vmx",0.261,"KS","b1","Varimax Rotated",55
"t","exp",0.1,"sige1_sigb2","KS.b1.vmx",0.354,"KS","b1","Varimax Rotated",55
"t","norm",0.05,"sige1_sigb2","KS.b1.vmx",0.06,"KS","b1","Varimax Rotated",55
"t","norm",0.1,"sige1_sigb2","KS.b1.vmx",0.107,"KS","b1","Varimax Rotated",55
"t","t",0.05,"sige1_sigb2","KS.b1.vmx",0.342,"KS","b1","Varimax Rotated",55
"t","t",0.1,"sige1_sigb2","KS.b1.vmx",0.451,"KS","b1","Varimax Rotated",55
"exp","exp",0.05,"sige2_sigb1","KS.b1.vmx",0.13,"KS","b1","Varimax Rotated",59
"exp","exp",0.1,"sige2_sigb1","KS.b1.vmx",0.221,"KS","b1","Varimax Rotated",59
"exp","norm",0.05,"sige2_sigb1","KS.b1.vmx",0.095,"KS","b1","Varimax Rotated",59
"exp","norm",0.1,"sige2_sigb1","KS.b1.vmx",0.169,"KS","b1","Varimax Rotated",59
"exp","t",0.05,"sige2_sigb1","KS.b1.vmx",0.178,"KS","b1","Varimax Rotated",59
"exp","t",0.1,"sige2_sigb1","KS.b1.vmx",0.277,"KS","b1","Varimax Rotated",59
"norm","exp",0.05,"sige2_sigb1","KS.b1.vmx",0.057,"KS","b1","Varimax Rotated",59
"norm","exp",0.1,"sige2_sigb1","KS.b1.vmx",0.112,"KS","b1","Varimax Rotated",59
"norm","norm",0.05,"sige2_sigb1","KS.b1.vmx",0.049,"KS","b1","Varimax Rotated",59
"norm","norm",0.1,"sige2_sigb1","KS.b1.vmx",0.102,"KS","b1","Varimax Rotated",59
"norm","t",0.05,"sige2_sigb1","KS.b1.vmx",0.084,"KS","b1","Varimax Rotated",59
"norm","t",0.1,"sige2_sigb1","KS.b1.vmx",0.154,"KS","b1","Varimax Rotated",59
"t","exp",0.05,"sige2_sigb1","KS.b1.vmx",0.234,"KS","b1","Varimax Rotated",59
"t","exp",0.1,"sige2_sigb1","KS.b1.vmx",0.326,"KS","b1","Varimax Rotated",59
"t","norm",0.05,"sige2_sigb1","KS.b1.vmx",0.158,"KS","b1","Varimax Rotated",59
"t","norm",0.1,"sige2_sigb1","KS.b1.vmx",0.233,"KS","b1","Varimax Rotated",59
"t","t",0.05,"sige2_sigb1","KS.b1.vmx",0.272,"KS","b1","Varimax Rotated",59
"t","t",0.1,"sige2_sigb1","KS.b1.vmx",0.378,"KS","b1","Varimax Rotated",59
"exp","exp",0.05,"sige1_sigb1","KS.b1.vmx",0.143,"KS","b1","Varimax Rotated",59
"exp","exp",0.1,"sige1_sigb1","KS.b1.vmx",0.235,"KS","b1","Varimax Rotated",59
"exp","norm",0.05,"sige1_sigb1","KS.b1.vmx",0.058,"KS","b1","Varimax Rotated",59
"exp","norm",0.1,"sige1_sigb1","KS.b1.vmx",0.11,"KS","b1","Varimax Rotated",59
"exp","t",0.05,"sige1_sigb1","KS.b1.vmx",0.212,"KS","b1","Varimax Rotated",59
"exp","t",0.1,"sige1_sigb1","KS.b1.vmx",0.309,"KS","b1","Varimax Rotated",59
"norm","exp",0.05,"sige1_sigb1","KS.b1.vmx",0.113,"KS","b1","Varimax Rotated",59
"norm","exp",0.1,"sige1_sigb1","KS.b1.vmx",0.19,"KS","b1","Varimax Rotated",59
"norm","norm",0.05,"sige1_sigb1","KS.b1.vmx",0.041,"KS","b1","Varimax Rotated",59
"norm","norm",0.1,"sige1_sigb1","KS.b1.vmx",0.085,"KS","b1","Varimax Rotated",59
"norm","t",0.05,"sige1_sigb1","KS.b1.vmx",0.146,"KS","b1","Varimax Rotated",59
"norm","t",0.1,"sige1_sigb1","KS.b1.vmx",0.214,"KS","b1","Varimax Rotated",59
"t","exp",0.05,"sige1_sigb1","KS.b1.vmx",0.206,"KS","b1","Varimax Rotated",59
"t","exp",0.1,"sige1_sigb1","KS.b1.vmx",0.302,"KS","b1","Varimax Rotated",59
"t","norm",0.05,"sige1_sigb1","KS.b1.vmx",0.104,"KS","b1","Varimax Rotated",59
"t","norm",0.1,"sige1_sigb1","KS.b1.vmx",0.161,"KS","b1","Varimax Rotated",59
"t","t",0.05,"sige1_sigb1","KS.b1.vmx",0.302,"KS","b1","Varimax Rotated",59
"t","t",0.1,"sige1_sigb1","KS.b1.vmx",0.399,"KS","b1","Varimax Rotated",59
"exp","exp",0.05,"sige1_sigb2","KS.b1.vmx",0.238,"KS","b1","Varimax Rotated",59
"exp","exp",0.1,"sige1_sigb2","KS.b1.vmx",0.358,"KS","b1","Varimax Rotated",59
"exp","norm",0.05,"sige1_sigb2","KS.b1.vmx",0.045,"KS","b1","Varimax Rotated",59
"exp","norm",0.1,"sige1_sigb2","KS.b1.vmx",0.092,"KS","b1","Varimax Rotated",59
"exp","t",0.05,"sige1_sigb2","KS.b1.vmx",0.339,"KS","b1","Varimax Rotated",59
"exp","t",0.1,"sige1_sigb2","KS.b1.vmx",0.445,"KS","b1","Varimax Rotated",59
"norm","exp",0.05,"sige1_sigb2","KS.b1.vmx",0.22,"KS","b1","Varimax Rotated",59
"norm","exp",0.1,"sige1_sigb2","KS.b1.vmx",0.319,"KS","b1","Varimax Rotated",59
"norm","norm",0.05,"sige1_sigb2","KS.b1.vmx",0.049,"KS","b1","Varimax Rotated",59
"norm","norm",0.1,"sige1_sigb2","KS.b1.vmx",0.094,"KS","b1","Varimax Rotated",59
"norm","t",0.05,"sige1_sigb2","KS.b1.vmx",0.293,"KS","b1","Varimax Rotated",59
"norm","t",0.1,"sige1_sigb2","KS.b1.vmx",0.397,"KS","b1","Varimax Rotated",59
"t","exp",0.05,"sige1_sigb2","KS.b1.vmx",0.263,"KS","b1","Varimax Rotated",59
"t","exp",0.1,"sige1_sigb2","KS.b1.vmx",0.392,"KS","b1","Varimax Rotated",59
"t","norm",0.05,"sige1_sigb2","KS.b1.vmx",0.067,"KS","b1","Varimax Rotated",59
"t","norm",0.1,"sige1_sigb2","KS.b1.vmx",0.116,"KS","b1","Varimax Rotated",59
"t","t",0.05,"sige1_sigb2","KS.b1.vmx",0.368,"KS","b1","Varimax Rotated",59
"t","t",0.1,"sige1_sigb2","KS.b1.vmx",0.487,"KS","b1","Varimax Rotated",59
"exp","exp",0.05,"sige2_sigb1","AD.b0",0.731,"AD","b0","EBLUP",NA
"exp","exp",0.1,"sige2_sigb1","AD.b0",0.815,"AD","b0","EBLUP",NA
"exp","norm",0.05,"sige2_sigb1","AD.b0",0.088,"AD","b0","EBLUP",NA
"exp","norm",0.1,"sige2_sigb1","AD.b0",0.161,"AD","b0","EBLUP",NA
"exp","t",0.05,"sige2_sigb1","AD.b0",0.387,"AD","b0","EBLUP",NA
"exp","t",0.1,"sige2_sigb1","AD.b0",0.471,"AD","b0","EBLUP",NA
"norm","exp",0.05,"sige2_sigb1","AD.b0",0.464,"AD","b0","EBLUP",NA
"norm","exp",0.1,"sige2_sigb1","AD.b0",0.576,"AD","b0","EBLUP",NA
"norm","norm",0.05,"sige2_sigb1","AD.b0",0.055,"AD","b0","EBLUP",NA
"norm","norm",0.1,"sige2_sigb1","AD.b0",0.111,"AD","b0","EBLUP",NA
"norm","t",0.05,"sige2_sigb1","AD.b0",0.236,"AD","b0","EBLUP",NA
"norm","t",0.1,"sige2_sigb1","AD.b0",0.313,"AD","b0","EBLUP",NA
"t","exp",0.05,"sige2_sigb1","AD.b0",0.604,"AD","b0","EBLUP",NA
"t","exp",0.1,"sige2_sigb1","AD.b0",0.69,"AD","b0","EBLUP",NA
"t","norm",0.05,"sige2_sigb1","AD.b0",0.105,"AD","b0","EBLUP",NA
"t","norm",0.1,"sige2_sigb1","AD.b0",0.164,"AD","b0","EBLUP",NA
"t","t",0.05,"sige2_sigb1","AD.b0",0.401,"AD","b0","EBLUP",NA
"t","t",0.1,"sige2_sigb1","AD.b0",0.494,"AD","b0","EBLUP",NA
"exp","exp",0.05,"sige1_sigb1","AD.b0",0.915,"AD","b0","EBLUP",NA
"exp","exp",0.1,"sige1_sigb1","AD.b0",0.939,"AD","b0","EBLUP",NA
"exp","norm",0.05,"sige1_sigb1","AD.b0",0.053,"AD","b0","EBLUP",NA
"exp","norm",0.1,"sige1_sigb1","AD.b0",0.103,"AD","b0","EBLUP",NA
"exp","t",0.05,"sige1_sigb1","AD.b0",0.497,"AD","b0","EBLUP",NA
"exp","t",0.1,"sige1_sigb1","AD.b0",0.592,"AD","b0","EBLUP",NA
"norm","exp",0.05,"sige1_sigb1","AD.b0",0.865,"AD","b0","EBLUP",NA
"norm","exp",0.1,"sige1_sigb1","AD.b0",0.909,"AD","b0","EBLUP",NA
"norm","norm",0.05,"sige1_sigb1","AD.b0",0.048,"AD","b0","EBLUP",NA
"norm","norm",0.1,"sige1_sigb1","AD.b0",0.107,"AD","b0","EBLUP",NA
"norm","t",0.05,"sige1_sigb1","AD.b0",0.451,"AD","b0","EBLUP",NA
"norm","t",0.1,"sige1_sigb1","AD.b0",0.541,"AD","b0","EBLUP",NA
"t","exp",0.05,"sige1_sigb1","AD.b0",0.91,"AD","b0","EBLUP",NA
"t","exp",0.1,"sige1_sigb1","AD.b0",0.949,"AD","b0","EBLUP",NA
"t","norm",0.05,"sige1_sigb1","AD.b0",0.077,"AD","b0","EBLUP",NA
"t","norm",0.1,"sige1_sigb1","AD.b0",0.133,"AD","b0","EBLUP",NA
"t","t",0.05,"sige1_sigb1","AD.b0",0.524,"AD","b0","EBLUP",NA
"t","t",0.1,"sige1_sigb1","AD.b0",0.617,"AD","b0","EBLUP",NA
"exp","exp",0.05,"sige1_sigb2","AD.b0",0.975,"AD","b0","EBLUP",NA
"exp","exp",0.1,"sige1_sigb2","AD.b0",0.986,"AD","b0","EBLUP",NA
"exp","norm",0.05,"sige1_sigb2","AD.b0",0.046,"AD","b0","EBLUP",NA
"exp","norm",0.1,"sige1_sigb2","AD.b0",0.098,"AD","b0","EBLUP",NA
"exp","t",0.05,"sige1_sigb2","AD.b0",0.591,"AD","b0","EBLUP",NA
"exp","t",0.1,"sige1_sigb2","AD.b0",0.678,"AD","b0","EBLUP",NA
"norm","exp",0.05,"sige1_sigb2","AD.b0",0.981,"AD","b0","EBLUP",NA
"norm","exp",0.1,"sige1_sigb2","AD.b0",0.99,"AD","b0","EBLUP",NA
"norm","norm",0.05,"sige1_sigb2","AD.b0",0.037,"AD","b0","EBLUP",NA
"norm","norm",0.1,"sige1_sigb2","AD.b0",0.088,"AD","b0","EBLUP",NA
"norm","t",0.05,"sige1_sigb2","AD.b0",0.578,"AD","b0","EBLUP",NA
"norm","t",0.1,"sige1_sigb2","AD.b0",0.666,"AD","b0","EBLUP",NA
"t","exp",0.05,"sige1_sigb2","AD.b0",0.982,"AD","b0","EBLUP",NA
"t","exp",0.1,"sige1_sigb2","AD.b0",0.989,"AD","b0","EBLUP",NA
"t","norm",0.05,"sige1_sigb2","AD.b0",0.064,"AD","b0","EBLUP",NA
"t","norm",0.1,"sige1_sigb2","AD.b0",0.113,"AD","b0","EBLUP",NA
"t","t",0.05,"sige1_sigb2","AD.b0",0.589,"AD","b0","EBLUP",NA
"t","t",0.1,"sige1_sigb2","AD.b0",0.673,"AD","b0","EBLUP",NA
"exp","exp",0.05,"sige2_sigb1","CVM.b0",0.687,"CVM","b0","EBLUP",NA
"exp","exp",0.1,"sige2_sigb1","CVM.b0",0.763,"CVM","b0","EBLUP",NA
"exp","norm",0.05,"sige2_sigb1","CVM.b0",0.083,"CVM","b0","EBLUP",NA
"exp","norm",0.1,"sige2_sigb1","CVM.b0",0.145,"CVM","b0","EBLUP",NA
"exp","t",0.05,"sige2_sigb1","CVM.b0",0.336,"CVM","b0","EBLUP",NA
"exp","t",0.1,"sige2_sigb1","CVM.b0",0.436,"CVM","b0","EBLUP",NA
"norm","exp",0.05,"sige2_sigb1","CVM.b0",0.428,"CVM","b0","EBLUP",NA
"norm","exp",0.1,"sige2_sigb1","CVM.b0",0.539,"CVM","b0","EBLUP",NA
"norm","norm",0.05,"sige2_sigb1","CVM.b0",0.059,"CVM","b0","EBLUP",NA
"norm","norm",0.1,"sige2_sigb1","CVM.b0",0.102,"CVM","b0","EBLUP",NA
"norm","t",0.05,"sige2_sigb1","CVM.b0",0.213,"CVM","b0","EBLUP",NA
"norm","t",0.1,"sige2_sigb1","CVM.b0",0.298,"CVM","b0","EBLUP",NA
"t","exp",0.05,"sige2_sigb1","CVM.b0",0.564,"CVM","b0","EBLUP",NA
"t","exp",0.1,"sige2_sigb1","CVM.b0",0.663,"CVM","b0","EBLUP",NA
"t","norm",0.05,"sige2_sigb1","CVM.b0",0.098,"CVM","b0","EBLUP",NA
"t","norm",0.1,"sige2_sigb1","CVM.b0",0.163,"CVM","b0","EBLUP",NA
"t","t",0.05,"sige2_sigb1","CVM.b0",0.366,"CVM","b0","EBLUP",NA
"t","t",0.1,"sige2_sigb1","CVM.b0",0.435,"CVM","b0","EBLUP",NA
"exp","exp",0.05,"sige1_sigb1","CVM.b0",0.879,"CVM","b0","EBLUP",NA
"exp","exp",0.1,"sige1_sigb1","CVM.b0",0.922,"CVM","b0","EBLUP",NA
"exp","norm",0.05,"sige1_sigb1","CVM.b0",0.054,"CVM","b0","EBLUP",NA
"exp","norm",0.1,"sige1_sigb1","CVM.b0",0.096,"CVM","b0","EBLUP",NA
"exp","t",0.05,"sige1_sigb1","CVM.b0",0.45,"CVM","b0","EBLUP",NA
"exp","t",0.1,"sige1_sigb1","CVM.b0",0.538,"CVM","b0","EBLUP",NA
"norm","exp",0.05,"sige1_sigb1","CVM.b0",0.829,"CVM","b0","EBLUP",NA
"norm","exp",0.1,"sige1_sigb1","CVM.b0",0.893,"CVM","b0","EBLUP",NA
"norm","norm",0.05,"sige1_sigb1","CVM.b0",0.052,"CVM","b0","EBLUP",NA
"norm","norm",0.1,"sige1_sigb1","CVM.b0",0.1,"CVM","b0","EBLUP",NA
"norm","t",0.05,"sige1_sigb1","CVM.b0",0.412,"CVM","b0","EBLUP",NA
"norm","t",0.1,"sige1_sigb1","CVM.b0",0.494,"CVM","b0","EBLUP",NA
"t","exp",0.05,"sige1_sigb1","CVM.b0",0.89,"CVM","b0","EBLUP",NA
"t","exp",0.1,"sige1_sigb1","CVM.b0",0.922,"CVM","b0","EBLUP",NA
"t","norm",0.05,"sige1_sigb1","CVM.b0",0.072,"CVM","b0","EBLUP",NA
"t","norm",0.1,"sige1_sigb1","CVM.b0",0.13,"CVM","b0","EBLUP",NA
"t","t",0.05,"sige1_sigb1","CVM.b0",0.472,"CVM","b0","EBLUP",NA
"t","t",0.1,"sige1_sigb1","CVM.b0",0.568,"CVM","b0","EBLUP",NA
"exp","exp",0.05,"sige1_sigb2","CVM.b0",0.96,"CVM","b0","EBLUP",NA
"exp","exp",0.1,"sige1_sigb2","CVM.b0",0.975,"CVM","b0","EBLUP",NA
"exp","norm",0.05,"sige1_sigb2","CVM.b0",0.046,"CVM","b0","EBLUP",NA
"exp","norm",0.1,"sige1_sigb2","CVM.b0",0.102,"CVM","b0","EBLUP",NA
"exp","t",0.05,"sige1_sigb2","CVM.b0",0.543,"CVM","b0","EBLUP",NA
"exp","t",0.1,"sige1_sigb2","CVM.b0",0.635,"CVM","b0","EBLUP",NA
"norm","exp",0.05,"sige1_sigb2","CVM.b0",0.962,"CVM","b0","EBLUP",NA
"norm","exp",0.1,"sige1_sigb2","CVM.b0",0.982,"CVM","b0","EBLUP",NA
"norm","norm",0.05,"sige1_sigb2","CVM.b0",0.047,"CVM","b0","EBLUP",NA
"norm","norm",0.1,"sige1_sigb2","CVM.b0",0.09,"CVM","b0","EBLUP",NA
"norm","t",0.05,"sige1_sigb2","CVM.b0",0.53,"CVM","b0","EBLUP",NA
"norm","t",0.1,"sige1_sigb2","CVM.b0",0.625,"CVM","b0","EBLUP",NA
"t","exp",0.05,"sige1_sigb2","CVM.b0",0.973,"CVM","b0","EBLUP",NA
"t","exp",0.1,"sige1_sigb2","CVM.b0",0.984,"CVM","b0","EBLUP",NA
"t","norm",0.05,"sige1_sigb2","CVM.b0",0.064,"CVM","b0","EBLUP",NA
"t","norm",0.1,"sige1_sigb2","CVM.b0",0.113,"CVM","b0","EBLUP",NA
"t","t",0.05,"sige1_sigb2","CVM.b0",0.546,"CVM","b0","EBLUP",NA
"t","t",0.1,"sige1_sigb2","CVM.b0",0.625,"CVM","b0","EBLUP",NA
"exp","exp",0.05,"sige2_sigb1","KS.b0",0.556,"KS","b0","EBLUP",NA
"exp","exp",0.1,"sige2_sigb1","KS.b0",0.684,"KS","b0","EBLUP",NA
"exp","norm",0.05,"sige2_sigb1","KS.b0",0.071,"KS","b0","EBLUP",NA
"exp","norm",0.1,"sige2_sigb1","KS.b0",0.129,"KS","b0","EBLUP",NA
"exp","t",0.05,"sige2_sigb1","KS.b0",0.256,"KS","b0","EBLUP",NA
"exp","t",0.1,"sige2_sigb1","KS.b0",0.38,"KS","b0","EBLUP",NA
"norm","exp",0.05,"sige2_sigb1","KS.b0",0.342,"KS","b0","EBLUP",NA
"norm","exp",0.1,"sige2_sigb1","KS.b0",0.458,"KS","b0","EBLUP",NA
"norm","norm",0.05,"sige2_sigb1","KS.b0",0.063,"KS","b0","EBLUP",NA
"norm","norm",0.1,"sige2_sigb1","KS.b0",0.119,"KS","b0","EBLUP",NA
"norm","t",0.05,"sige2_sigb1","KS.b0",0.17,"KS","b0","EBLUP",NA
"norm","t",0.1,"sige2_sigb1","KS.b0",0.245,"KS","b0","EBLUP",NA
