"error","ranef","alpha","var.settings","variable","prop.reject","nortest","random.effect","rotation","s"
"norm","norm",0.1,"sige2_sigb1","CVM.b1.vmx",0.096,"CVM","b1","Varimax Rotated",59
"norm","t",0.05,"sige2_sigb1","CVM.b1.vmx",0.09,"CVM","b1","Varimax Rotated",59
"norm","t",0.1,"sige2_sigb1","CVM.b1.vmx",0.15,"CVM","b1","Varimax Rotated",59
"t","exp",0.05,"sige2_sigb1","CVM.b1.vmx",0.284,"CVM","b1","Varimax Rotated",59
"t","exp",0.1,"sige2_sigb1","CVM.b1.vmx",0.373,"CVM","b1","Varimax Rotated",59
"t","norm",0.05,"sige2_sigb1","CVM.b1.vmx",0.203,"CVM","b1","Varimax Rotated",59
"t","norm",0.1,"sige2_sigb1","CVM.b1.vmx",0.267,"CVM","b1","Varimax Rotated",59
"t","t",0.05,"sige2_sigb1","CVM.b1.vmx",0.349,"CVM","b1","Varimax Rotated",59
"t","t",0.1,"sige2_sigb1","CVM.b1.vmx",0.443,"CVM","b1","Varimax Rotated",59
"exp","exp",0.05,"sige1_sigb1","CVM.b1.vmx",0.197,"CVM","b1","Varimax Rotated",59
"exp","exp",0.1,"sige1_sigb1","CVM.b1.vmx",0.288,"CVM","b1","Varimax Rotated",59
"exp","norm",0.05,"sige1_sigb1","CVM.b1.vmx",0.069,"CVM","b1","Varimax Rotated",59
"exp","norm",0.1,"sige1_sigb1","CVM.b1.vmx",0.124,"CVM","b1","Varimax Rotated",59
"exp","t",0.05,"sige1_sigb1","CVM.b1.vmx",0.272,"CVM","b1","Varimax Rotated",59
"exp","t",0.1,"sige1_sigb1","CVM.b1.vmx",0.354,"CVM","b1","Varimax Rotated",59
"norm","exp",0.05,"sige1_sigb1","CVM.b1.vmx",0.162,"CVM","b1","Varimax Rotated",59
"norm","exp",0.1,"sige1_sigb1","CVM.b1.vmx",0.23,"CVM","b1","Varimax Rotated",59
"norm","norm",0.05,"sige1_sigb1","CVM.b1.vmx",0.036,"CVM","b1","Varimax Rotated",59
"norm","norm",0.1,"sige1_sigb1","CVM.b1.vmx",0.085,"CVM","b1","Varimax Rotated",59
"norm","t",0.05,"sige1_sigb1","CVM.b1.vmx",0.187,"CVM","b1","Varimax Rotated",59
"norm","t",0.1,"sige1_sigb1","CVM.b1.vmx",0.258,"CVM","b1","Varimax Rotated",59
"t","exp",0.05,"sige1_sigb1","CVM.b1.vmx",0.285,"CVM","b1","Varimax Rotated",59
"t","exp",0.1,"sige1_sigb1","CVM.b1.vmx",0.38,"CVM","b1","Varimax Rotated",59
"t","norm",0.05,"sige1_sigb1","CVM.b1.vmx",0.124,"CVM","b1","Varimax Rotated",59
"t","norm",0.1,"sige1_sigb1","CVM.b1.vmx",0.181,"CVM","b1","Varimax Rotated",59
"t","t",0.05,"sige1_sigb1","CVM.b1.vmx",0.361,"CVM","b1","Varimax Rotated",59
"t","t",0.1,"sige1_sigb1","CVM.b1.vmx",0.446,"CVM","b1","Varimax Rotated",59
"exp","exp",0.05,"sige1_sigb2","CVM.b1.vmx",0.326,"CVM","b1","Varimax Rotated",59
"exp","exp",0.1,"sige1_sigb2","CVM.b1.vmx",0.425,"CVM","b1","Varimax Rotated",59
"exp","norm",0.05,"sige1_sigb2","CVM.b1.vmx",0.051,"CVM","b1","Varimax Rotated",59
"exp","norm",0.1,"sige1_sigb2","CVM.b1.vmx",0.091,"CVM","b1","Varimax Rotated",59
"exp","t",0.05,"sige1_sigb2","CVM.b1.vmx",0.436,"CVM","b1","Varimax Rotated",59
"exp","t",0.1,"sige1_sigb2","CVM.b1.vmx",0.514,"CVM","b1","Varimax Rotated",59
"norm","exp",0.05,"sige1_sigb2","CVM.b1.vmx",0.294,"CVM","b1","Varimax Rotated",59
"norm","exp",0.1,"sige1_sigb2","CVM.b1.vmx",0.385,"CVM","b1","Varimax Rotated",59
"norm","norm",0.05,"sige1_sigb2","CVM.b1.vmx",0.047,"CVM","b1","Varimax Rotated",59
"norm","norm",0.1,"sige1_sigb2","CVM.b1.vmx",0.087,"CVM","b1","Varimax Rotated",59
"norm","t",0.05,"sige1_sigb2","CVM.b1.vmx",0.361,"CVM","b1","Varimax Rotated",59
"norm","t",0.1,"sige1_sigb2","CVM.b1.vmx",0.466,"CVM","b1","Varimax Rotated",59
"t","exp",0.05,"sige1_sigb2","CVM.b1.vmx",0.357,"CVM","b1","Varimax Rotated",59
"t","exp",0.1,"sige1_sigb2","CVM.b1.vmx",0.457,"CVM","b1","Varimax Rotated",59
"t","norm",0.05,"sige1_sigb2","CVM.b1.vmx",0.074,"CVM","b1","Varimax Rotated",59
"t","norm",0.1,"sige1_sigb2","CVM.b1.vmx",0.121,"CVM","b1","Varimax Rotated",59
"t","t",0.05,"sige1_sigb2","CVM.b1.vmx",0.454,"CVM","b1","Varimax Rotated",59
"t","t",0.1,"sige1_sigb2","CVM.b1.vmx",0.53,"CVM","b1","Varimax Rotated",59
"exp","exp",0.05,"sige2_sigb1","KS.b1.vmx",0.093,"KS","b1","Varimax Rotated",30
"exp","exp",0.1,"sige2_sigb1","KS.b1.vmx",0.154,"KS","b1","Varimax Rotated",30
"exp","norm",0.05,"sige2_sigb1","KS.b1.vmx",0.06,"KS","b1","Varimax Rotated",30
"exp","norm",0.1,"sige2_sigb1","KS.b1.vmx",0.104,"KS","b1","Varimax Rotated",30
"exp","t",0.05,"sige2_sigb1","KS.b1.vmx",0.109,"KS","b1","Varimax Rotated",30
"exp","t",0.1,"sige2_sigb1","KS.b1.vmx",0.188,"KS","b1","Varimax Rotated",30
"norm","exp",0.05,"sige2_sigb1","KS.b1.vmx",0.078,"KS","b1","Varimax Rotated",30
"norm","exp",0.1,"sige2_sigb1","KS.b1.vmx",0.13,"KS","b1","Varimax Rotated",30
"norm","norm",0.05,"sige2_sigb1","KS.b1.vmx",0.063,"KS","b1","Varimax Rotated",30
"norm","norm",0.1,"sige2_sigb1","KS.b1.vmx",0.104,"KS","b1","Varimax Rotated",30
"norm","t",0.05,"sige2_sigb1","KS.b1.vmx",0.074,"KS","b1","Varimax Rotated",30
"norm","t",0.1,"sige2_sigb1","KS.b1.vmx",0.141,"KS","b1","Varimax Rotated",30
"t","exp",0.05,"sige2_sigb1","KS.b1.vmx",0.112,"KS","b1","Varimax Rotated",30
"t","exp",0.1,"sige2_sigb1","KS.b1.vmx",0.19,"KS","b1","Varimax Rotated",30
"t","norm",0.05,"sige2_sigb1","KS.b1.vmx",0.088,"KS","b1","Varimax Rotated",30
"t","norm",0.1,"sige2_sigb1","KS.b1.vmx",0.146,"KS","b1","Varimax Rotated",30
"t","t",0.05,"sige2_sigb1","KS.b1.vmx",0.174,"KS","b1","Varimax Rotated",30
"t","t",0.1,"sige2_sigb1","KS.b1.vmx",0.242,"KS","b1","Varimax Rotated",30
"exp","exp",0.05,"sige1_sigb1","KS.b1.vmx",0.125,"KS","b1","Varimax Rotated",30
"exp","exp",0.1,"sige1_sigb1","KS.b1.vmx",0.201,"KS","b1","Varimax Rotated",30
"exp","norm",0.05,"sige1_sigb1","KS.b1.vmx",0.04,"KS","b1","Varimax Rotated",30
"exp","norm",0.1,"sige1_sigb1","KS.b1.vmx",0.087,"KS","b1","Varimax Rotated",30
"exp","t",0.05,"sige1_sigb1","KS.b1.vmx",0.156,"KS","b1","Varimax Rotated",30
"exp","t",0.1,"sige1_sigb1","KS.b1.vmx",0.239,"KS","b1","Varimax Rotated",30
"norm","exp",0.05,"sige1_sigb1","KS.b1.vmx",0.125,"KS","b1","Varimax Rotated",30
"norm","exp",0.1,"sige1_sigb1","KS.b1.vmx",0.203,"KS","b1","Varimax Rotated",30
"norm","norm",0.05,"sige1_sigb1","KS.b1.vmx",0.053,"KS","b1","Varimax Rotated",30
"norm","norm",0.1,"sige1_sigb1","KS.b1.vmx",0.103,"KS","b1","Varimax Rotated",30
"norm","t",0.05,"sige1_sigb1","KS.b1.vmx",0.149,"KS","b1","Varimax Rotated",30
"norm","t",0.1,"sige1_sigb1","KS.b1.vmx",0.225,"KS","b1","Varimax Rotated",30
"t","exp",0.05,"sige1_sigb1","KS.b1.vmx",0.141,"KS","b1","Varimax Rotated",30
"t","exp",0.1,"sige1_sigb1","KS.b1.vmx",0.218,"KS","b1","Varimax Rotated",30
"t","norm",0.05,"sige1_sigb1","KS.b1.vmx",0.058,"KS","b1","Varimax Rotated",30
"t","norm",0.1,"sige1_sigb1","KS.b1.vmx",0.117,"KS","b1","Varimax Rotated",30
"t","t",0.05,"sige1_sigb1","KS.b1.vmx",0.208,"KS","b1","Varimax Rotated",30
"t","t",0.1,"sige1_sigb1","KS.b1.vmx",0.284,"KS","b1","Varimax Rotated",30
"exp","exp",0.05,"sige1_sigb2","KS.b1.vmx",0.168,"KS","b1","Varimax Rotated",30
"exp","exp",0.1,"sige1_sigb2","KS.b1.vmx",0.28,"KS","b1","Varimax Rotated",30
"exp","norm",0.05,"sige1_sigb2","KS.b1.vmx",0.054,"KS","b1","Varimax Rotated",30
"exp","norm",0.1,"sige1_sigb2","KS.b1.vmx",0.099,"KS","b1","Varimax Rotated",30
"exp","t",0.05,"sige1_sigb2","KS.b1.vmx",0.231,"KS","b1","Varimax Rotated",30
"exp","t",0.1,"sige1_sigb2","KS.b1.vmx",0.329,"KS","b1","Varimax Rotated",30
"norm","exp",0.05,"sige1_sigb2","KS.b1.vmx",0.192,"KS","b1","Varimax Rotated",30
"norm","exp",0.1,"sige1_sigb2","KS.b1.vmx",0.286,"KS","b1","Varimax Rotated",30
"norm","norm",0.05,"sige1_sigb2","KS.b1.vmx",0.045,"KS","b1","Varimax Rotated",30
"norm","norm",0.1,"sige1_sigb2","KS.b1.vmx",0.098,"KS","b1","Varimax Rotated",30
"norm","t",0.05,"sige1_sigb2","KS.b1.vmx",0.232,"KS","b1","Varimax Rotated",30
"norm","t",0.1,"sige1_sigb2","KS.b1.vmx",0.327,"KS","b1","Varimax Rotated",30
"t","exp",0.05,"sige1_sigb2","KS.b1.vmx",0.175,"KS","b1","Varimax Rotated",30
"t","exp",0.1,"sige1_sigb2","KS.b1.vmx",0.283,"KS","b1","Varimax Rotated",30
"t","norm",0.05,"sige1_sigb2","KS.b1.vmx",0.059,"KS","b1","Varimax Rotated",30
"t","norm",0.1,"sige1_sigb2","KS.b1.vmx",0.101,"KS","b1","Varimax Rotated",30
"t","t",0.05,"sige1_sigb2","KS.b1.vmx",0.252,"KS","b1","Varimax Rotated",30
"t","t",0.1,"sige1_sigb2","KS.b1.vmx",0.328,"KS","b1","Varimax Rotated",30
"exp","exp",0.05,"sige2_sigb1","KS.b1.vmx",0.098,"KS","b1","Varimax Rotated",35
"exp","exp",0.1,"sige2_sigb1","KS.b1.vmx",0.177,"KS","b1","Varimax Rotated",35
"exp","norm",0.05,"sige2_sigb1","KS.b1.vmx",0.052,"KS","b1","Varimax Rotated",35
"exp","norm",0.1,"sige2_sigb1","KS.b1.vmx",0.102,"KS","b1","Varimax Rotated",35
"exp","t",0.05,"sige2_sigb1","KS.b1.vmx",0.119,"KS","b1","Varimax Rotated",35
"exp","t",0.1,"sige2_sigb1","KS.b1.vmx",0.186,"KS","b1","Varimax Rotated",35
"norm","exp",0.05,"sige2_sigb1","KS.b1.vmx",0.066,"KS","b1","Varimax Rotated",35
"norm","exp",0.1,"sige2_sigb1","KS.b1.vmx",0.12,"KS","b1","Varimax Rotated",35
"norm","norm",0.05,"sige2_sigb1","KS.b1.vmx",0.049,"KS","b1","Varimax Rotated",35
"norm","norm",0.1,"sige2_sigb1","KS.b1.vmx",0.091,"KS","b1","Varimax Rotated",35
"norm","t",0.05,"sige2_sigb1","KS.b1.vmx",0.092,"KS","b1","Varimax Rotated",35
"norm","t",0.1,"sige2_sigb1","KS.b1.vmx",0.148,"KS","b1","Varimax Rotated",35
"t","exp",0.05,"sige2_sigb1","KS.b1.vmx",0.143,"KS","b1","Varimax Rotated",35
"t","exp",0.1,"sige2_sigb1","KS.b1.vmx",0.218,"KS","b1","Varimax Rotated",35
"t","norm",0.05,"sige2_sigb1","KS.b1.vmx",0.104,"KS","b1","Varimax Rotated",35
"t","norm",0.1,"sige2_sigb1","KS.b1.vmx",0.164,"KS","b1","Varimax Rotated",35
"t","t",0.05,"sige2_sigb1","KS.b1.vmx",0.192,"KS","b1","Varimax Rotated",35
"t","t",0.1,"sige2_sigb1","KS.b1.vmx",0.271,"KS","b1","Varimax Rotated",35
"exp","exp",0.05,"sige1_sigb1","KS.b1.vmx",0.128,"KS","b1","Varimax Rotated",35
"exp","exp",0.1,"sige1_sigb1","KS.b1.vmx",0.208,"KS","b1","Varimax Rotated",35
"exp","norm",0.05,"sige1_sigb1","KS.b1.vmx",0.044,"KS","b1","Varimax Rotated",35
"exp","norm",0.1,"sige1_sigb1","KS.b1.vmx",0.104,"KS","b1","Varimax Rotated",35
"exp","t",0.05,"sige1_sigb1","KS.b1.vmx",0.179,"KS","b1","Varimax Rotated",35
"exp","t",0.1,"sige1_sigb1","KS.b1.vmx",0.261,"KS","b1","Varimax Rotated",35
"norm","exp",0.05,"sige1_sigb1","KS.b1.vmx",0.124,"KS","b1","Varimax Rotated",35
"norm","exp",0.1,"sige1_sigb1","KS.b1.vmx",0.2,"KS","b1","Varimax Rotated",35
"norm","norm",0.05,"sige1_sigb1","KS.b1.vmx",0.045,"KS","b1","Varimax Rotated",35
"norm","norm",0.1,"sige1_sigb1","KS.b1.vmx",0.1,"KS","b1","Varimax Rotated",35
"norm","t",0.05,"sige1_sigb1","KS.b1.vmx",0.161,"KS","b1","Varimax Rotated",35
"norm","t",0.1,"sige1_sigb1","KS.b1.vmx",0.231,"KS","b1","Varimax Rotated",35
"t","exp",0.05,"sige1_sigb1","KS.b1.vmx",0.158,"KS","b1","Varimax Rotated",35
"t","exp",0.1,"sige1_sigb1","KS.b1.vmx",0.232,"KS","b1","Varimax Rotated",35
"t","norm",0.05,"sige1_sigb1","KS.b1.vmx",0.065,"KS","b1","Varimax Rotated",35
"t","norm",0.1,"sige1_sigb1","KS.b1.vmx",0.121,"KS","b1","Varimax Rotated",35
"t","t",0.05,"sige1_sigb1","KS.b1.vmx",0.216,"KS","b1","Varimax Rotated",35
"t","t",0.1,"sige1_sigb1","KS.b1.vmx",0.309,"KS","b1","Varimax Rotated",35
"exp","exp",0.05,"sige1_sigb2","KS.b1.vmx",0.186,"KS","b1","Varimax Rotated",35
"exp","exp",0.1,"sige1_sigb2","KS.b1.vmx",0.292,"KS","b1","Varimax Rotated",35
"exp","norm",0.05,"sige1_sigb2","KS.b1.vmx",0.053,"KS","b1","Varimax Rotated",35
"exp","norm",0.1,"sige1_sigb2","KS.b1.vmx",0.098,"KS","b1","Varimax Rotated",35
"exp","t",0.05,"sige1_sigb2","KS.b1.vmx",0.25,"KS","b1","Varimax Rotated",35
"exp","t",0.1,"sige1_sigb2","KS.b1.vmx",0.336,"KS","b1","Varimax Rotated",35
"norm","exp",0.05,"sige1_sigb2","KS.b1.vmx",0.203,"KS","b1","Varimax Rotated",35
"norm","exp",0.1,"sige1_sigb2","KS.b1.vmx",0.294,"KS","b1","Varimax Rotated",35
"norm","norm",0.05,"sige1_sigb2","KS.b1.vmx",0.056,"KS","b1","Varimax Rotated",35
"norm","norm",0.1,"sige1_sigb2","KS.b1.vmx",0.112,"KS","b1","Varimax Rotated",35
"norm","t",0.05,"sige1_sigb2","KS.b1.vmx",0.255,"KS","b1","Varimax Rotated",35
"norm","t",0.1,"sige1_sigb2","KS.b1.vmx",0.352,"KS","b1","Varimax Rotated",35
"t","exp",0.05,"sige1_sigb2","KS.b1.vmx",0.191,"KS","b1","Varimax Rotated",35
"t","exp",0.1,"sige1_sigb2","KS.b1.vmx",0.304,"KS","b1","Varimax Rotated",35
"t","norm",0.05,"sige1_sigb2","KS.b1.vmx",0.04,"KS","b1","Varimax Rotated",35
"t","norm",0.1,"sige1_sigb2","KS.b1.vmx",0.103,"KS","b1","Varimax Rotated",35
"t","t",0.05,"sige1_sigb2","KS.b1.vmx",0.294,"KS","b1","Varimax Rotated",35
"t","t",0.1,"sige1_sigb2","KS.b1.vmx",0.38,"KS","b1","Varimax Rotated",35
"exp","exp",0.05,"sige2_sigb1","KS.b1.vmx",0.093,"KS","b1","Varimax Rotated",40
"exp","exp",0.1,"sige2_sigb1","KS.b1.vmx",0.165,"KS","b1","Varimax Rotated",40
"exp","norm",0.05,"sige2_sigb1","KS.b1.vmx",0.047,"KS","b1","Varimax Rotated",40
"exp","norm",0.1,"sige2_sigb1","KS.b1.vmx",0.099,"KS","b1","Varimax Rotated",40
"exp","t",0.05,"sige2_sigb1","KS.b1.vmx",0.127,"KS","b1","Varimax Rotated",40
"exp","t",0.1,"sige2_sigb1","KS.b1.vmx",0.191,"KS","b1","Varimax Rotated",40
"norm","exp",0.05,"sige2_sigb1","KS.b1.vmx",0.065,"KS","b1","Varimax Rotated",40
"norm","exp",0.1,"sige2_sigb1","KS.b1.vmx",0.115,"KS","b1","Varimax Rotated",40
"norm","norm",0.05,"sige2_sigb1","KS.b1.vmx",0.047,"KS","b1","Varimax Rotated",40
"norm","norm",0.1,"sige2_sigb1","KS.b1.vmx",0.095,"KS","b1","Varimax Rotated",40
"norm","t",0.05,"sige2_sigb1","KS.b1.vmx",0.081,"KS","b1","Varimax Rotated",40
"norm","t",0.1,"sige2_sigb1","KS.b1.vmx",0.126,"KS","b1","Varimax Rotated",40
"t","exp",0.05,"sige2_sigb1","KS.b1.vmx",0.15,"KS","b1","Varimax Rotated",40
"t","exp",0.1,"sige2_sigb1","KS.b1.vmx",0.225,"KS","b1","Varimax Rotated",40
"t","norm",0.05,"sige2_sigb1","KS.b1.vmx",0.095,"KS","b1","Varimax Rotated",40
"t","norm",0.1,"sige2_sigb1","KS.b1.vmx",0.151,"KS","b1","Varimax Rotated",40
"t","t",0.05,"sige2_sigb1","KS.b1.vmx",0.193,"KS","b1","Varimax Rotated",40
"t","t",0.1,"sige2_sigb1","KS.b1.vmx",0.276,"KS","b1","Varimax Rotated",40
"exp","exp",0.05,"sige1_sigb1","KS.b1.vmx",0.122,"KS","b1","Varimax Rotated",40
"exp","exp",0.1,"sige1_sigb1","KS.b1.vmx",0.209,"KS","b1","Varimax Rotated",40
"exp","norm",0.05,"sige1_sigb1","KS.b1.vmx",0.051,"KS","b1","Varimax Rotated",40
"exp","norm",0.1,"sige1_sigb1","KS.b1.vmx",0.113,"KS","b1","Varimax Rotated",40
"exp","t",0.05,"sige1_sigb1","KS.b1.vmx",0.179,"KS","b1","Varimax Rotated",40
"exp","t",0.1,"sige1_sigb1","KS.b1.vmx",0.267,"KS","b1","Varimax Rotated",40
"norm","exp",0.05,"sige1_sigb1","KS.b1.vmx",0.125,"KS","b1","Varimax Rotated",40
"norm","exp",0.1,"sige1_sigb1","KS.b1.vmx",0.188,"KS","b1","Varimax Rotated",40
"norm","norm",0.05,"sige1_sigb1","KS.b1.vmx",0.046,"KS","b1","Varimax Rotated",40
"norm","norm",0.1,"sige1_sigb1","KS.b1.vmx",0.101,"KS","b1","Varimax Rotated",40
"norm","t",0.05,"sige1_sigb1","KS.b1.vmx",0.132,"KS","b1","Varimax Rotated",40
"norm","t",0.1,"sige1_sigb1","KS.b1.vmx",0.209,"KS","b1","Varimax Rotated",40
"t","exp",0.05,"sige1_sigb1","KS.b1.vmx",0.178,"KS","b1","Varimax Rotated",40
"t","exp",0.1,"sige1_sigb1","KS.b1.vmx",0.258,"KS","b1","Varimax Rotated",40
"t","norm",0.05,"sige1_sigb1","KS.b1.vmx",0.07,"KS","b1","Varimax Rotated",40
"t","norm",0.1,"sige1_sigb1","KS.b1.vmx",0.122,"KS","b1","Varimax Rotated",40
"t","t",0.05,"sige1_sigb1","KS.b1.vmx",0.224,"KS","b1","Varimax Rotated",40
"t","t",0.1,"sige1_sigb1","KS.b1.vmx",0.315,"KS","b1","Varimax Rotated",40
"exp","exp",0.05,"sige1_sigb2","KS.b1.vmx",0.195,"KS","b1","Varimax Rotated",40
"exp","exp",0.1,"sige1_sigb2","KS.b1.vmx",0.294,"KS","b1","Varimax Rotated",40
"exp","norm",0.05,"sige1_sigb2","KS.b1.vmx",0.039,"KS","b1","Varimax Rotated",40
"exp","norm",0.1,"sige1_sigb2","KS.b1.vmx",0.096,"KS","b1","Varimax Rotated",40
"exp","t",0.05,"sige1_sigb2","KS.b1.vmx",0.278,"KS","b1","Varimax Rotated",40
"exp","t",0.1,"sige1_sigb2","KS.b1.vmx",0.365,"KS","b1","Varimax Rotated",40
"norm","exp",0.05,"sige1_sigb2","KS.b1.vmx",0.212,"KS","b1","Varimax Rotated",40
"norm","exp",0.1,"sige1_sigb2","KS.b1.vmx",0.308,"KS","b1","Varimax Rotated",40
"norm","norm",0.05,"sige1_sigb2","KS.b1.vmx",0.051,"KS","b1","Varimax Rotated",40
"norm","norm",0.1,"sige1_sigb2","KS.b1.vmx",0.103,"KS","b1","Varimax Rotated",40
"norm","t",0.05,"sige1_sigb2","KS.b1.vmx",0.267,"KS","b1","Varimax Rotated",40
"norm","t",0.1,"sige1_sigb2","KS.b1.vmx",0.35,"KS","b1","Varimax Rotated",40
"t","exp",0.05,"sige1_sigb2","KS.b1.vmx",0.208,"KS","b1","Varimax Rotated",40
"t","exp",0.1,"sige1_sigb2","KS.b1.vmx",0.309,"KS","b1","Varimax Rotated",40
"t","norm",0.05,"sige1_sigb2","KS.b1.vmx",0.048,"KS","b1","Varimax Rotated",40
"t","norm",0.1,"sige1_sigb2","KS.b1.vmx",0.097,"KS","b1","Varimax Rotated",40
"t","t",0.05,"sige1_sigb2","KS.b1.vmx",0.289,"KS","b1","Varimax Rotated",40
"t","t",0.1,"sige1_sigb2","KS.b1.vmx",0.382,"KS","b1","Varimax Rotated",40
"exp","exp",0.05,"sige2_sigb1","KS.b1.vmx",0.106,"KS","b1","Varimax Rotated",45
"exp","exp",0.1,"sige2_sigb1","KS.b1.vmx",0.188,"KS","b1","Varimax Rotated",45
"exp","norm",0.05,"sige2_sigb1","KS.b1.vmx",0.06,"KS","b1","Varimax Rotated",45
"exp","norm",0.1,"sige2_sigb1","KS.b1.vmx",0.134,"KS","b1","Varimax Rotated",45
"exp","t",0.05,"sige2_sigb1","KS.b1.vmx",0.14,"KS","b1","Varimax Rotated",45
"exp","t",0.1,"sige2_sigb1","KS.b1.vmx",0.201,"KS","b1","Varimax Rotated",45
"norm","exp",0.05,"sige2_sigb1","KS.b1.vmx",0.069,"KS","b1","Varimax Rotated",45
"norm","exp",0.1,"sige2_sigb1","KS.b1.vmx",0.123,"KS","b1","Varimax Rotated",45
"norm","norm",0.05,"sige2_sigb1","KS.b1.vmx",0.049,"KS","b1","Varimax Rotated",45
"norm","norm",0.1,"sige2_sigb1","KS.b1.vmx",0.093,"KS","b1","Varimax Rotated",45
"norm","t",0.05,"sige2_sigb1","KS.b1.vmx",0.092,"KS","b1","Varimax Rotated",45
"norm","t",0.1,"sige2_sigb1","KS.b1.vmx",0.142,"KS","b1","Varimax Rotated",45
"t","exp",0.05,"sige2_sigb1","KS.b1.vmx",0.161,"KS","b1","Varimax Rotated",45
"t","exp",0.1,"sige2_sigb1","KS.b1.vmx",0.248,"KS","b1","Varimax Rotated",45
"t","norm",0.05,"sige2_sigb1","KS.b1.vmx",0.097,"KS","b1","Varimax Rotated",45
"t","norm",0.1,"sige2_sigb1","KS.b1.vmx",0.155,"KS","b1","Varimax Rotated",45
"t","t",0.05,"sige2_sigb1","KS.b1.vmx",0.235,"KS","b1","Varimax Rotated",45
"t","t",0.1,"sige2_sigb1","KS.b1.vmx",0.313,"KS","b1","Varimax Rotated",45
"exp","exp",0.05,"sige1_sigb1","KS.b1.vmx",0.125,"KS","b1","Varimax Rotated",45
"exp","exp",0.1,"sige1_sigb1","KS.b1.vmx",0.211,"KS","b1","Varimax Rotated",45
"exp","norm",0.05,"sige1_sigb1","KS.b1.vmx",0.058,"KS","b1","Varimax Rotated",45
"exp","norm",0.1,"sige1_sigb1","KS.b1.vmx",0.111,"KS","b1","Varimax Rotated",45
"exp","t",0.05,"sige1_sigb1","KS.b1.vmx",0.194,"KS","b1","Varimax Rotated",45
"exp","t",0.1,"sige1_sigb1","KS.b1.vmx",0.282,"KS","b1","Varimax Rotated",45
"norm","exp",0.05,"sige1_sigb1","KS.b1.vmx",0.127,"KS","b1","Varimax Rotated",45
"norm","exp",0.1,"sige1_sigb1","KS.b1.vmx",0.189,"KS","b1","Varimax Rotated",45
"norm","norm",0.05,"sige1_sigb1","KS.b1.vmx",0.05,"KS","b1","Varimax Rotated",45
"norm","norm",0.1,"sige1_sigb1","KS.b1.vmx",0.094,"KS","b1","Varimax Rotated",45
"norm","t",0.05,"sige1_sigb1","KS.b1.vmx",0.148,"KS","b1","Varimax Rotated",45
"norm","t",0.1,"sige1_sigb1","KS.b1.vmx",0.212,"KS","b1","Varimax Rotated",45
"t","exp",0.05,"sige1_sigb1","KS.b1.vmx",0.167,"KS","b1","Varimax Rotated",45
"t","exp",0.1,"sige1_sigb1","KS.b1.vmx",0.253,"KS","b1","Varimax Rotated",45
"t","norm",0.05,"sige1_sigb1","KS.b1.vmx",0.087,"KS","b1","Varimax Rotated",45
"t","norm",0.1,"sige1_sigb1","KS.b1.vmx",0.145,"KS","b1","Varimax Rotated",45
"t","t",0.05,"sige1_sigb1","KS.b1.vmx",0.24,"KS","b1","Varimax Rotated",45
"t","t",0.1,"sige1_sigb1","KS.b1.vmx",0.323,"KS","b1","Varimax Rotated",45
"exp","exp",0.05,"sige1_sigb2","KS.b1.vmx",0.206,"KS","b1","Varimax Rotated",45
"exp","exp",0.1,"sige1_sigb2","KS.b1.vmx",0.316,"KS","b1","Varimax Rotated",45
"exp","norm",0.05,"sige1_sigb2","KS.b1.vmx",0.046,"KS","b1","Varimax Rotated",45
"exp","norm",0.1,"sige1_sigb2","KS.b1.vmx",0.091,"KS","b1","Varimax Rotated",45
"exp","t",0.05,"sige1_sigb2","KS.b1.vmx",0.28,"KS","b1","Varimax Rotated",45
"exp","t",0.1,"sige1_sigb2","KS.b1.vmx",0.379,"KS","b1","Varimax Rotated",45
"norm","exp",0.05,"sige1_sigb2","KS.b1.vmx",0.21,"KS","b1","Varimax Rotated",45
"norm","exp",0.1,"sige1_sigb2","KS.b1.vmx",0.321,"KS","b1","Varimax Rotated",45
"norm","norm",0.05,"sige1_sigb2","KS.b1.vmx",0.046,"KS","b1","Varimax Rotated",45
"norm","norm",0.1,"sige1_sigb2","KS.b1.vmx",0.105,"KS","b1","Varimax Rotated",45
"norm","t",0.05,"sige1_sigb2","KS.b1.vmx",0.245,"KS","b1","Varimax Rotated",45
"norm","t",0.1,"sige1_sigb2","KS.b1.vmx",0.346,"KS","b1","Varimax Rotated",45
"t","exp",0.05,"sige1_sigb2","KS.b1.vmx",0.239,"KS","b1","Varimax Rotated",45
"t","exp",0.1,"sige1_sigb2","KS.b1.vmx",0.333,"KS","b1","Varimax Rotated",45
"t","norm",0.05,"sige1_sigb2","KS.b1.vmx",0.053,"KS","b1","Varimax Rotated",45
"t","norm",0.1,"sige1_sigb2","KS.b1.vmx",0.096,"KS","b1","Varimax Rotated",45
"t","t",0.05,"sige1_sigb2","KS.b1.vmx",0.321,"KS","b1","Varimax Rotated",45
"t","t",0.1,"sige1_sigb2","KS.b1.vmx",0.414,"KS","b1","Varimax Rotated",45
"exp","exp",0.05,"sige2_sigb1","KS.b1.vmx",0.11,"KS","b1","Varimax Rotated",50
"exp","exp",0.1,"sige2_sigb1","KS.b1.vmx",0.195,"KS","b1","Varimax Rotated",50
"exp","norm",0.05,"sige2_sigb1","KS.b1.vmx",0.093,"KS","b1","Varimax Rotated",50
"exp","norm",0.1,"sige2_sigb1","KS.b1.vmx",0.154,"KS","b1","Varimax Rotated",50
